tomzcode,record,Country,ACT,YEAR,SIC,TYPE,FIRMS,SECTOR,REGION,mass,scode,spage,source
525,361,senegal,5402,1974,147,sale,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
533,362,sierra l,5501,1970,146,cont,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
555,364,somalia,5701,1970,490,nat,1,util,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
555,365,somalia,5702,1970,517,nat,3,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
555,366,somalia,5703,1970,206,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
555,367,somalia,5704,1970,200,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
555,368,somalia,5705,1970,600,nat,4,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,200,srilanka,3401,1962,517,nat,3,pet,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,201,srilanka,3402,1964,17,nat,10,agr,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,202,srilanka,3403,1964,630,nat,31,ins,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,203,srilanka,3404,1971,17,nat,10,agr,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,204,srilanka,3405,1974,17,cont,1,agr,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,205,srilanka,3406,1975,600,nat,7,bank,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,206,srilanka,3407,1975,490,,1,util,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,207,srilanka,3408,1975,326,nat,1,mfg,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,208,srilanka,3409,1975,17,nat,233,agr,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
642,209,srilanka,3410,1976,281,nat,1,mfg,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,369,sudan,5801,1970,630,nat,1,ins,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,370,sudan,5802,1970,600,nat,4,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,371,sudan,5803,1970,500,nat,6,trad,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,372,sudan,5804,1970,701,nat,1,svc,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,373,sudan,5805,1970,893,nat,1,svc,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,374,sudan,5806,1970,782,nat,1,svc,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,375,sudan,5807,1970,150,nat,1,cons,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,376,sudan,5808,1970,208,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,377,sudan,5809,1970,314,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,378,sudan,5810,1970,280,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,379,sudan,5811,1970,324,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,380,sudan,5812,1976,131,sale,1,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
591,381,sudan,5813,1978,291,sale,1,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
425,136,surinam,2001,1974,105,sale,2,min,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
576,363,swaziland,5601,1974,600,sale,2,bank,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
597,556,syria,7801,1960,314,,1,mfg,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
597,557,syria,7802,1964,308,,1,mfg,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
597,558,syria,7803,1965,517,nat,2,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
597,559,syria,7804,1972,461,,1,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,382,tanzania,5901,1963,519,nat,1,trad,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,383,tanzania,5902,1963,13,sale,1,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,384,tanzania,5903,1963,20,sale,1,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,385,tanzania,5904,1964,490,cont,1,util,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,386,tanzania,5905,1967,146,nat,1,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,387,tanzania,5906,1967,600,nat,9,bank,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,388,tanzania,5907,1967,630,nat,8,ins,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,389,tanzania,5908,1967,530,nat,8,trad,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,390,tanzania,5909,1967,519,nat,3,trad,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,391,tanzania,5910,1967,208,sale,2,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,392,tanzania,5911,1967,13,sale,1,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,393,tanzania,5912,1967,324,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,394,tanzania,5913,1967,308,,2,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,395,tanzania,5914,1967,206,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,396,tanzania,5915,1967,341,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,397,tanzania,5916,1967,314,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,398,tanzania,5917,1967,30,nat,1,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,399,tanzania,5918,1967,204,nat,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,400,tanzania,5919,1967,13,nat,6,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,401,tanzania,5920,1967,410,sale,1,tran,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,402,tanzania,5921,1971,146,nat,2,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,403,tanzania,5922,1971,650,int,2,svc,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,404,tanzania,5923,1971,701,nat,1,svc,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,405,tanzania,5924,1973,335,,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,406,tanzania,5925,1974,201,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,407,tanzania,5926,1974,440,nat,4,tran,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,408,tanzania,5927,1978,511,nat,18,trad,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
550,409,tanzania,5928,1973,20,nat,48,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
645,210,thailand,3501,1975,100,cont,1,min,asia,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
536,410,togo,6001,1965,490,sale,1,util,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
536,411,togo,6002,1972,147,sale,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
399,137,trinidad,2101,1971,204,sale,1,mfg,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
399,138,trinidad,2102,1972,490,sale,1,util,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
399,139,trinidad,2103,1974,291,sale,1,pet,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
399,140,trinidad,2104,1975,554,sale,1,pet,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
399,141,trinidad,2105,1971,600,sale,1,bank,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
399,142,trinidad,2106,1969,130,sale,1,pet,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
399,143,trinidad,2107,1977,630,sale,1,ins,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,412,uganda,6101,1970,130,sale,1,pet,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,413,uganda,6102,1970,600,sale,4,bank,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,414,uganda,6103,1970,630,sale,1,ins,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,415,uganda,6104,1970,208,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,416,uganda,6105,1970,13,sale,2,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,417,uganda,6106,1972,490,nat,1,util,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,418,uganda,6107,1972,20,sale,1,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,419,uganda,6108,1972,500,sale,1,trad,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,420,uganda,6109,1972,287,nat,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,421,uganda,6110,1972,508,nat,1,trad,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,422,uganda,6111,1972,326,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,423,uganda,6112,1975,450,nat,1,tran,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,424,uganda,6113,1975,440,nat,2,tran,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,425,uganda,6114,1975,102,sale,1,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
548,426,uganda,6115,1977,301,nat,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
423,144,venezuela,2201,1963,490,sale,1,util,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
423,145,venezuela,2202,1974,363,sale,1,mfg,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
423,146,venezuela,2203,1974,541,sale,1,trad,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
423,147,venezuela,2204,1974,202,,1,mfg,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
423,148,venezuela,2205,1975,130,nat,20,pet,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
423,149,venezuela,2206,1975,101,nat,2,min,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
423,150,venezuela,2207,1975,146,cont,1,min,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
423,151,venezuela,2209,1969,490,sale,1,util,la,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
608,560,yemen,7901,1969,630,nat,1,ins,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
608,561,yemen,7902,1969,130,nat,4,pet,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
608,562,yemen,7903,1969,600,nat,11,bank,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
608,563,yemen,7904,1978,481,nat,1,com,mide,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,427,zaire,6201,1966,630,nat,1,ins,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,428,zaire,6202,1966,102,,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,429,zaire,6203,1966,450,,1,tran,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,430,zaire,6204,1968,400,,2,tran,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,431,zaire,6205,1969,146,sale,1,min,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,432,zaire,6206,1970,490,int,1,util,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,433,zaire,6207,1974,517,nat,7,pet,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,434,zaire,6208,1975,530,nat,1,trad,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,435,zaire,6209,1975,550,nat,1,trad,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
547,436,zaire,6210,1975,371,nat,1,mfg,afr,s,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,437,zambia,6301,1964,100,cont,1,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,438,zambia,6302,1968,530,sale,1,trad,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,439,zambia,6303,1969,211,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,440,zambia,6304,1969,291,sale,1,pet,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,441,zambia,6305,1969,103,sale,1,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,442,zambia,6306,1969,205,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,443,zambia,6307,1969,204,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,444,zambia,6308,1969,102,sale,2,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,445,zambia,6309,1970,308,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,446,zambia,6310,1970,413,,1,tran,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,447,zambia,6311,1970,21,sale,1,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,448,zambia,6312,1971,600,sale,1,bank,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,449,zambia,6313,1971,352,sale,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,450,zambia,6314,1972,10,sale,1,agr,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,451,zambia,6315,1973,102,nat,2,min,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,452,zambia,6316,1973,206,,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,453,zambia,6317,1975,271,nat,1,meda,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,454,zambia,6318,1975,780,nat,1,svc,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,455,zambia,6319,1975,275,nat,1,mfg,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
564,456,zambia,6320,1970,600,sale,3,bank,afr,m,2584,paper copy of data,"{Kobrin, 1984 #2584, Paper copy of data provided by Stephen J. Kobrin, University of Pennsylvania, on January 5, 1998.}"
